Iteration	World	Goal reward list	Policy	Sensorial changes	C-nodes
11	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
12	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
13	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
14	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
15	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
16	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
17	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
18	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
19	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
20	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
21	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
22	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
23	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
24	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
25	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
26	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
27	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
28	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
29	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
30	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
31	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
32	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
33	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
34	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
35	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
36	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
37	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
38	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
39	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
40	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
41	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
42	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
43	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
44	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
45	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
46	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '1.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
47	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '1.0', 'restore_energy_goal': '1.0', 'safe_operation_goal': '0.0'}	return_to_energy	False	0
48	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	return_to_energy	False	0
49	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
50	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
51	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
52	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
53	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
54	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
55	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
56	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
57	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
58	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
59	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
60	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
61	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
62	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
63	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
64	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
65	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
66	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
67	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
68	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
69	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
70	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
71	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
72	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
73	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
74	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
75	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
76	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
77	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '1.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
78	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '1.0', 'restore_energy_goal': '1.0', 'safe_operation_goal': '0.0'}	return_to_energy	False	0
79	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
80	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
81	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
82	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
83	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
84	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
85	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
86	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
87	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
88	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
89	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
90	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
91	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
92	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
93	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
94	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
95	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
96	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	continue_exploring	False	0
97	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
98	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
99	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
100	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
101	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
102	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
103	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
104	robotino_world	{'complete_exploration_goal': '0.0', 'complete_mission_goal': '0.0', 'discover_energy_resource_goal': '0.0', 'restore_energy_goal': '0.0', 'safe_operation_goal': '0.0'}	search_for_energy	False	0
